GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
6197,RPS6KA3,ribosomal protein S6 kinase A3,CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|XLID19|p90-RSK2|pp90RSK2,protein-coding,ENSG00000177189,active,NC_000023.11,20149911,20267514,negative,8486,GO:0000287///GO:0004672///GO:0004674///GO:0004711///GO:0005515///GO:0005524///GO:0019901///GO:0043027///GO:0106310,GO:0001501///GO:0002224///GO:0006915///GO:0007049///GO:0007165///GO:0007268///GO:0007417///GO:0018105///GO:0030307///GO:0032496///GO:0035556///GO:0043066///GO:0043154///GO:0043555///GO:0043620///GO:0045597///GO:0045944,GO:0005654///GO:0005730///GO:0005737///GO:0005829///GO:0045202,magnesium ion binding///protein kinase activity///protein serine/threonine kinase activity///ribosomal protein S6 kinase activity///protein binding///ATP binding///protein kinase binding///cysteine-type endopeptidase inhibitor activity involved in apoptotic process///protein serine kinase activity,skeletal system development///toll-like receptor signaling pathway///apoptotic process///cell cycle///signal transduction///chemical synaptic transmission///central nervous system development///peptidyl-serine phosphorylation///positive regulation of cell growth///response to lipopolysaccharide///intracellular signal transduction///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///regulation of translation in response to stress///regulation of DNA-templated transcription in response to stress///positive regulation of cell differentiation///positive regulation of transcription by RNA polymerase II,nucleoplasm///nucleolus///cytoplasm///cytosol///synapse
105373146,LOC105373146,uncharacterized LOC105373146,,protein-coding,,active,NC_000023.11,21082731,21374119,negative,553,,,,,,
158506,CBLL2,Cbl proto-oncogene like 2,CT138|HAKAIL|ZNF645,protein-coding,ENSG00000175809,active,NC_000023.11,22272913,22274461,positive,1549,GO:0005515///GO:0046872///GO:0061630,GO:0016567///GO:0030155,GO:0005737,protein binding///metal ion binding///ubiquitin protein ligase activity,protein ubiquitination///regulation of cell adhesion,cytoplasm
1968,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,EIF2|EIF2G|EIF2gamma|MEHMO|MRXSBRK|eIF-2gA,protein-coding,ENSG00000130741,active,NC_000023.11,24054956,24078810,positive,3457,GO:0000049///GO:0003743///GO:0003924///GO:0005515///GO:0005525///GO:0008135///GO:0045296,GO:0001731///GO:0006413,GO:0005634///GO:0005737///GO:0005829///GO:0005850///GO:0070062,"tRNA binding///translation initiation factor activity///GTPase activity///protein binding///GTP binding///translation factor activity, RNA binding///cadherin binding",formation of translation preinitiation complex///translational initiation,nucleus///cytoplasm///cytosol///eukaryotic translation initiation factor 2 complex///extracellular exosome
100130302,SUPT20HL1,SUPT20H like 1,FAM48B1|SPT20L,protein-coding,ENSG00000223731,active,NC_000023.11,24362683,24367842,positive,5160,GO:0003712,GO:0006351///GO:0006357,GO:0000124,transcription coregulator activity,DNA-templated transcription///regulation of transcription by RNA polymerase II,SAGA complex
5165,PDK3,pyruvate dehydrogenase kinase 3,CMTX6|GS1-358P8.4,protein-coding,ENSG00000067992,active,NC_000023.11,24465227,24550466,positive,13136,GO:0004672///GO:0004674///GO:0004740///GO:0005515///GO:0005524,GO:0006006///GO:0006468///GO:0010510///GO:0010906///GO:0018105///GO:0035357///GO:0071333///GO:0071398///GO:0097411///GO:2000377,GO:0005730///GO:0005739///GO:0005759,protein kinase activity///protein serine/threonine kinase activity///pyruvate dehydrogenase (acetyl-transferring) kinase activity///protein binding///ATP binding,glucose metabolic process///protein phosphorylation///regulation of acetyl-CoA biosynthetic process from pyruvate///regulation of glucose metabolic process///peptidyl-serine phosphorylation///peroxisome proliferator activated receptor signaling pathway///cellular response to glucose stimulus///cellular response to fatty acid///hypoxia-inducible factor-1alpha signaling pathway///regulation of reactive oxygen species metabolic process,nucleolus///mitochondrion///mitochondrial matrix
347541,MAGEB5,MAGE family member B5,CT3.3|MAGE-B5,protein-coding,ENSG00000188408,active,NC_000023.11,26216169,26218270,positive,1216,GO:0003674,GO:0000122///GO:0008150,GO:0005575///GO:0005634,molecular_function,negative regulation of transcription by RNA polymerase II///biological_process,cellular_component///nucleus
139425,DCAF8L1,DDB1 and CUL4 associated factor 8 like 1,WDR42B,protein-coding,ENSG00000226372,active,NC_000023.11,27977992,27981449,negative,3458,,,GO:0005634///GO:0005737///GO:0080008,,,nucleus///cytoplasm///Cul4-RING E3 ubiquitin ligase complex
100847047,MIR4666B,microRNA 4666b,,ncRNA,ENSG00000264090,active,NC_000023.11,29574278,29574358,positive,81,,,,,,
4113,MAGEB2,MAGE family member B2,CT3.2|DAM6|MAGE-XP-2,protein-coding,ENSG00000099399,active,NC_000023.11,30215563,30220089,positive,1654,GO:0005515,GO:0000122,GO:0005634,protein binding,negative regulation of transcription by RNA polymerase II,nucleus
4114,MAGEB3,MAGE family member B3,CT3.5,protein-coding,ENSG00000198798,active,NC_000023.11,30230436,30237493,positive,2397,GO:0005515,GO:0000122,GO:0005634,protein binding,negative regulation of transcription by RNA polymerase II,nucleus
4115,MAGEB4,MAGE family member B4,CT3.6,protein-coding,ENSG00000120289,active,NC_000023.11,30242000,30244187,positive,2188,GO:0005515,GO:0000122,GO:0005634///GO:0005737,protein binding,negative regulation of transcription by RNA polymerase II,nucleus///cytoplasm
4112,MAGEB1,MAGE family member B1,CT3.1|DAM10|MAGE-Xp|MAGEL1,protein-coding,ENSG00000214107,active,NC_000023.11,30243731,30252040,positive,1978,,GO:0000122,GO:0005634,,negative regulation of transcription by RNA polymerase II,nucleus
2710,GK,glycerol kinase,GK1|GKD,protein-coding,ENSG00000198814,active,NC_000023.11,30653348,30731462,positive,4913,GO:0004370///GO:0005515///GO:0005524///GO:0016773,GO:0006071///GO:0006641///GO:0016310///GO:0019432///GO:0019563///GO:0046167,GO:0005739///GO:0005741///GO:0005829///GO:0070062,"glycerol kinase activity///protein binding///ATP binding///phosphotransferase activity, alcohol group as acceptor",glycerol metabolic process///triglyceride metabolic process///phosphorylation///triglyceride biosynthetic process///glycerol catabolic process///glycerol-3-phosphate biosynthetic process,mitochondrion///mitochondrial outer membrane///cytosol///extracellular exosome
107985674,LOC107985674,uncharacterized LOC107985674,,ncRNA,,active,NC_000023.11,34337693,34344036,positive,263,,,,,,
170062,FAM47B,family with sequence similarity 47 member B,,protein-coding,ENSG00000189132,active,NC_000023.11,34942796,34944915,positive,2120,GO:0005515,,,protein binding,,
442444,FAM47C,family with sequence similarity 47 member C,,protein-coding,ENSG00000198173,active,NC_000023.11,37008359,37011666,positive,3308,,,,,,
6990,DYNLT3,dynein light chain Tctex-type 3,RP3|TCTE1L|TCTEX1L,protein-coding,ENSG00000165169,active,NC_000023.11,37838836,37847571,negative,2151,GO:0005515///GO:0042802///GO:0045505,GO:0007018///GO:0007049///GO:0007346///GO:0045931///GO:0051301,GO:0000776///GO:0005634///GO:0005737///GO:0005868///GO:0061673,protein binding///identical protein binding///dynein intermediate chain binding,microtubule-based movement///cell cycle///regulation of mitotic cell cycle///positive regulation of mitotic cell cycle///cell division,kinetochore///nucleus///cytoplasm///cytoplasmic dynein complex///mitotic spindle astral microtubule
105373177,LOC105373177,uncharacterized LOC105373177,,ncRNA,,active,NC_000023.11,39774139,39808433,positive,912,,,,,,
100616251,MIR1587,microRNA 1587,,ncRNA,ENSG00000263972,active,NC_000023.11,39837561,39837613,positive,53,,,,,,
8239,USP9X,ubiquitin specific peptidase 9 X-linked,DFFRX|FAF|FAM|MRX99|MRXS99F|XLID99|hFAM,protein-coding,ENSG00000124486,active,NC_000023.11,41085420,41236579,positive,12631,GO:0004197///GO:0004843///GO:0005515///GO:0008234///GO:0061578///GO:0070410///GO:0101005///GO:1990380,GO:0000122///GO:0001764///GO:0007049///GO:0007059///GO:0007179///GO:0007292///GO:0008104///GO:0016477///GO:0016562///GO:0016567///GO:0016579///GO:0030509///GO:0032092///GO:0032435///GO:0035520///GO:0042752///GO:0048511///GO:0048675///GO:0050821///GO:0051301///GO:0070536///GO:0071108///GO:0071947///GO:1901537///GO:1904515///GO:1990000,GO:0005634///GO:0005737///GO:0005829///GO:0005856///GO:0005929///GO:0016020///GO:0030426,cysteine-type endopeptidase activity///cysteine-type deubiquitinase activity///protein binding///cysteine-type peptidase activity///Lys63-specific deubiquitinase activity///co-SMAD binding///deubiquitinase activity///Lys48-specific deubiquitinase activity,"negative regulation of transcription by RNA polymerase II///neuron migration///cell cycle///chromosome segregation///transforming growth factor beta receptor signaling pathway///female gamete generation///protein localization///cell migration///protein import into peroxisome matrix, receptor recycling///protein ubiquitination///protein deubiquitination///BMP signaling pathway///positive regulation of protein binding///negative regulation of proteasomal ubiquitin-dependent protein catabolic process///monoubiquitinated protein deubiquitination///regulation of circadian rhythm///rhythmic process///axon extension///protein stabilization///cell division///protein K63-linked deubiquitination///protein K48-linked deubiquitination///protein deubiquitination involved in ubiquitin-dependent protein catabolic process///positive regulation of DNA demethylation///positive regulation of TORC2 signaling///amyloid fibril formation",nucleus///cytoplasm///cytosol///cytoskeleton///cilium///membrane///growth cone
1654,DDX3X,DEAD-box helicase 3 X-linked,CAP-Rf|DBX|DDX14|DDX3|HLP2|MRX102|MRXSSB,protein-coding,ENSG00000215301,active,NC_000023.11,41333308,41364472,positive,8585,GO:0003677///GO:0003678///GO:0003723///GO:0003724///GO:0003729///GO:0003924///GO:0005515///GO:0005524///GO:0008134///GO:0008143///GO:0008190///GO:0016887///GO:0017111///GO:0031369///GO:0033592///GO:0035613///GO:0043015///GO:0043024///GO:0043273///GO:0043539///GO:0045296///GO:0048027///GO:0070878,GO:0006413///GO:0007059///GO:0007276///GO:0008625///GO:0009615///GO:0010501///GO:0010628///GO:0016055///GO:0017148///GO:0030154///GO:0030307///GO:0030308///GO:0031053///GO:0031333///GO:0031954///GO:0032508///GO:0032727///GO:0032728///GO:0034063///GO:0034157///GO:0034161///GO:0035556///GO:0036493///GO:0042256///GO:0043065///GO:0043066///GO:0043154///GO:0043280///GO:0045070///GO:0045087///GO:0045727///GO:0045944///GO:0045948///GO:0055088///GO:0071243///GO:0071470///GO:0071651///GO:0071902///GO:0090263///GO:0097193///GO:0098586///GO:1900087///GO:1900227///GO:1901223///GO:1901224///GO:1901985///GO:1902042///GO:1902523///GO:1903608///GO:2001243,GO:0005576///GO:0005634///GO:0005654///GO:0005737///GO:0005813///GO:0005829///GO:0005886///GO:0010494///GO:0030027///GO:0031252///GO:0034774///GO:0043186///GO:0070062///GO:0072559///GO:1904813,DNA binding///DNA helicase activity///RNA binding///RNA helicase activity///mRNA binding///GTPase activity///protein binding///ATP binding///transcription factor binding///poly(A) binding///eukaryotic initiation factor 4E binding///ATP hydrolysis activity///ribonucleoside triphosphate phosphatase activity///translation initiation factor binding///RNA strand annealing activity///RNA stem-loop binding///gamma-tubulin binding///ribosomal small subunit binding///CTPase activity///protein serine/threonine kinase activator activity///cadherin binding///mRNA 5'-UTR binding///primary miRNA binding,translational initiation///chromosome segregation///gamete generation///extrinsic apoptotic signaling pathway via death domain receptors///response to virus///RNA secondary structure unwinding///positive regulation of gene expression///Wnt signaling pathway///negative regulation of translation///cell differentiation///positive regulation of cell growth///negative regulation of cell growth///primary miRNA processing///negative regulation of protein-containing complex assembly///positive regulation of protein autophosphorylation///DNA duplex unwinding///positive regulation of interferon-alpha production///positive regulation of interferon-beta production///stress granule assembly///positive regulation of toll-like receptor 7 signaling pathway///positive regulation of toll-like receptor 8 signaling pathway///intracellular signal transduction///positive regulation of translation in response to endoplasmic reticulum stress///cytosolic ribosome assembly///positive regulation of apoptotic process///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of viral genome replication///innate immune response///positive regulation of translation///positive regulation of transcription by RNA polymerase II///positive regulation of translational initiation///lipid homeostasis///cellular response to arsenic-containing substance///cellular response to osmotic stress///positive regulation of chemokine (C-C motif) ligand 5 production///positive regulation of protein serine/threonine kinase activity///positive regulation of canonical Wnt signaling pathway///intrinsic apoptotic signaling pathway///cellular response to virus///positive regulation of G1/S transition of mitotic cell cycle///positive regulation of NLRP3 inflammasome complex assembly///negative regulation of NIK/NF-kappaB signaling///positive regulation of NIK/NF-kappaB signaling///positive regulation of protein acetylation///negative regulation of extrinsic apoptotic signaling pathway via death domain receptors///positive regulation of protein K63-linked ubiquitination///protein localization to cytoplasmic stress granule///negative regulation of intrinsic apoptotic signaling pathway,extracellular region///nucleus///nucleoplasm///cytoplasm///centrosome///cytosol///plasma membrane///cytoplasmic stress granule///lamellipodium///cell leading edge///secretory granule lumen///P granule///extracellular exosome///NLRP3 inflammasome complex///ficolin-1-rich granule lumen
101927501,PINCR,p53-induced noncoding RNA,,ncRNA,ENSG00000224294,active,NC_000023.11,43176994,43226598,positive,2228,,,,,,
80258,EFHC2,EF-hand domain containing 2,MRX74|dJ1158H2.1,protein-coding,ENSG00000183690,active,NC_000023.11,44146254,44343672,negative,5018,GO:0005509///GO:0005515///GO:0043014,GO:0000281///GO:0007052///GO:0010975///GO:0060285///GO:1990830,GO:0005874///GO:0005879///GO:0005930///GO:0036064///GO:0072686,calcium ion binding///protein binding///alpha-tubulin binding,mitotic cytokinesis///mitotic spindle organization///regulation of neuron projection development///cilium-dependent cell motility///cellular response to leukemia inhibitory factor,microtubule///axonemal microtubule///axoneme///ciliary basal body///mitotic spindle
7403,KDM6A,lysine demethylase 6A,KABUK2|UTX|bA386N14.2,protein-coding,ENSG00000147050,active,NC_000023.11,44873175,45112612,positive,6351,GO:0000978///GO:0005515///GO:0031490///GO:0032452///GO:0046872///GO:0071558,GO:0006338///GO:0007507///GO:0010468///GO:0051568///GO:0071557,GO:0005634///GO:0005654///GO:0035097///GO:0044666,RNA polymerase II cis-regulatory region sequence-specific DNA binding///protein binding///chromatin DNA binding///histone demethylase activity///metal ion binding///histone H3K27me2/H3K27me3 demethylase activity,chromatin remodeling///heart development///regulation of gene expression///histone H3-K4 methylation///histone H3-K27 demethylation,nucleus///nucleoplasm///histone methyltransferase complex///MLL3/4 complex
